total_pounds,weighted_average,report_date,item_description
"137,930","1,611.46",2023-01-05,tndrloin
,,2023-01-05,butt_CC
,,2023-01-05,butt_bnls
,,2023-01-06,butt_bnls
"63,790","1,615.96",2023-01-06,tndrloin
"31,824",543.08,2023-01-06,butt_CC
"49,365","1,636.00",2023-01-09,tndrloin
"187,345",550.17,2023-01-09,butt_CC
,,2023-01-09,butt_bnls
"50,615","1,626.19",2023-01-10,tndrloin
"69,534",509.18,2023-01-10,butt_CC
,,2023-01-10,butt_bnls
"67,992","1,616.61",2023-01-11,tndrloin
"1,410",576.74,2023-01-11,butt_CC
,,2023-01-11,butt_bnls
"3,820",381.31,2023-01-12,butt_bnls
"244,061","1,553.15",2023-01-12,tndrloin
"2,012",568.00,2023-01-12,butt_CC
"232,822","1,508.94",2023-01-13,tndrloin
,,2023-01-13,butt_CC
,,2023-01-13,butt_bnls
"37,405","1,522.09",2023-01-16,tndrloin
"39,583",517.32,2023-01-16,butt_CC
,,2023-01-16,butt_bnls
,,2023-01-17,butt_bnls
"5,621",569.48,2023-01-17,butt_CC
"23,544","1,633.88",2023-01-17,tndrloin
,,2023-01-18,butt_bnls
"68,983","1,545.97",2023-01-18,tndrloin
"28,568",548.29,2023-01-18,butt_CC
,,2023-01-19,butt_bnls
"242,655","1,514.84",2023-01-19,tndrloin
,,2023-01-19,butt_CC
"110,288","1,521.40",2023-01-20,tndrloin
"6,060",544.48,2023-01-20,butt_CC
,,2023-01-20,butt_bnls
"30,855","1,524.09",2023-01-23,tndrloin
"31,768",546.21,2023-01-23,butt_CC
,.00,2023-01-23,butt_bnls
"149,912","1,479.15",2023-01-24,tndrloin
"34,749",517.32,2023-01-24,butt_CC
"4,977",367.28,2023-01-24,butt_bnls
,,2023-01-25,butt_bnls
"105,687","1,462.48",2023-01-25,tndrloin
"47,127",517.96,2023-01-25,butt_CC
"156,550","1,472.11",2023-01-26,tndrloin
"28,901",522.33,2023-01-26,butt_CC
,,2023-01-26,butt_bnls
"107,749","1,458.93",2023-01-27,tndrloin
"85,250",512.77,2023-01-27,butt_CC
,,2023-01-27,butt_bnls
"88,473","1,455.12",2023-01-30,tndrloin
"30,337",564.22,2023-01-30,butt_CC
,,2023-01-30,butt_bnls
,.00,2023-01-31,butt_bnls
"378,597","1,397.65",2023-01-31,tndrloin
"8,015",558.47,2023-01-31,butt_CC
"217,498","1,395.44",2023-02-01,tndrloin
"25,453",544.90,2023-02-01,butt_CC
,,2023-02-01,butt_bnls
"121,281","1,398.85",2023-02-02,tndrloin
"18,446",516.69,2023-02-02,butt_CC
"3,681",383.53,2023-02-02,butt_bnls
"87,570","1,414.07",2023-02-03,tndrloin
,,2023-02-03,butt_CC
,.00,2023-02-03,butt_bnls
,.00,2023-02-06,butt_bnls
"42,528","1,431.52",2023-02-06,tndrloin
"33,709",500.50,2023-02-06,butt_CC
"181,287","1,404.43",2023-02-07,tndrloin
,.00,2023-02-07,butt_CC
,,2023-02-07,butt_bnls
"199,644","1,393.18",2023-02-08,tndrloin
"3,176",559.41,2023-02-08,butt_CC
,,2023-02-08,butt_bnls
,,2023-02-09,butt_bnls
"151,190","1,434.33",2023-02-09,tndrloin
"18,305",530.49,2023-02-09,butt_CC
,,2023-02-10,butt_bnls
"85,509","1,397.35",2023-02-10,tndrloin
,,2023-02-10,butt_CC
"92,056","1,396.65",2023-02-13,tndrloin
"20,722",547.68,2023-02-13,butt_CC
,,2023-02-13,butt_bnls
"68,085","1,427.75",2023-02-14,tndrloin
"1,107",577.53,2023-02-14,butt_CC
,.00,2023-02-14,butt_bnls
"4,581",558.28,2023-02-15,butt_CC
,,2023-02-15,butt_bnls
"138,562","1,447.30",2023-02-15,tndrloin
"126,241","1,460.91",2023-02-16,tndrloin
"6,152",562.58,2023-02-16,butt_CC
,,2023-02-16,butt_bnls
,,2023-02-17,butt_bnls
"34,212","1,461.61",2023-02-17,tndrloin
,.00,2023-02-17,butt_CC
,,2023-02-20,butt_bnls
"128,815","1,477.19",2023-02-20,tndrloin
"61,708",577.22,2023-02-20,butt_CC
"192,395","1,484.69",2023-02-21,tndrloin
"21,398",589.96,2023-02-21,butt_CC
"8,943",390.33,2023-02-21,butt_bnls
"193,238","1,488.31",2023-02-22,tndrloin
"3,756",621.96,2023-02-22,butt_CC
,,2023-02-22,butt_bnls
"232,011","1,494.51",2023-02-23,tndrloin
"63,169",595.34,2023-02-23,butt_CC
,,2023-02-23,butt_bnls
,.00,2023-02-24,butt_bnls
"130,816","1,493.10",2023-02-24,tndrloin
"110,774",596.04,2023-02-24,butt_CC
"65,703","1,502.51",2023-02-27,tndrloin
"30,686",586.63,2023-02-27,butt_CC
,,2023-02-27,butt_bnls
"46,851","1,554.38",2023-02-28,tndrloin
"21,050",584.88,2023-02-28,butt_CC
,,2023-02-28,butt_bnls
,,2023-03-01,butt_bnls
"6,207",625.34,2023-03-01,butt_CC
"148,139","1,535.36",2023-03-01,tndrloin
,,2023-03-02,butt_bnls
"189,959","1,516.69",2023-03-02,tndrloin
"2,827",612.34,2023-03-02,butt_CC
,,2023-03-03,butt_bnls
"74,672","1,535.29",2023-03-03,tndrloin
"32,138",608.90,2023-03-03,butt_CC
"42,268","1,549.08",2023-03-06,tndrloin
"26,210",584.60,2023-03-06,butt_CC
,,2023-03-06,butt_bnls
"137,247","1,516.31",2023-03-07,tndrloin
"39,220",577.81,2023-03-07,butt_CC
,,2023-03-07,butt_bnls
"213,975",580.55,2023-03-08,butt_CC
,,2023-03-08,butt_bnls
"205,217","1,518.26",2023-03-08,tndrloin
"82,466","1,542.08",2023-03-09,tndrloin
"55,242",598.33,2023-03-09,butt_CC
"13,786",391.37,2023-03-09,butt_bnls
,,2023-03-10,butt_bnls
"271,355","1,479.45",2023-03-10,tndrloin
"48,536",590.92,2023-03-10,butt_CC
,,2023-03-13,butt_bnls
"113,389","1,482.70",2023-03-13,tndrloin
"30,277",558.81,2023-03-13,butt_CC
"47,190","1,541.94",2023-03-14,tndrloin
"7,520",627.17,2023-03-14,butt_CC
,,2023-03-14,butt_bnls
"234,814","1,473.27",2023-03-15,tndrloin
"78,459",589.76,2023-03-15,butt_CC
"1,862",403.33,2023-03-15,butt_bnls
"289,667","1,510.69",2023-03-16,tndrloin
"12,268",582.33,2023-03-16,butt_CC
,,2023-03-16,butt_bnls
,,2023-03-17,butt_bnls
"22,534","1,521.59",2023-03-17,tndrloin
"29,264",570.59,2023-03-17,butt_CC
"84,831","1,486.69",2023-03-20,tndrloin
"27,396",567.10,2023-03-20,butt_CC
"2,113",408.42,2023-03-20,butt_bnls
"34,328","1,545.11",2023-03-21,tndrloin
"50,471",568.72,2023-03-21,butt_CC
,.00,2023-03-21,butt_bnls
,,2023-03-22,butt_bnls
"1,242",611.58,2023-03-22,butt_CC
"82,735","1,501.90",2023-03-22,tndrloin
"13,809",384.93,2023-03-23,butt_bnls
"184,285","1,494.33",2023-03-23,tndrloin
"49,311",561.87,2023-03-23,butt_CC
,,2023-03-24,butt_bnls
"63,483","1,523.40",2023-03-24,tndrloin
,.00,2023-03-24,butt_CC
"142,072","1,438.34",2023-03-27,tndrloin
"91,424",556.73,2023-03-27,butt_CC
,.00,2023-03-27,butt_bnls
"129,511","1,450.71",2023-03-28,tndrloin
"143,520",567.38,2023-03-28,butt_CC
,,2023-03-28,butt_bnls
"27,953",379.60,2023-03-29,butt_bnls
"1,106",623.36,2023-03-29,butt_CC
"99,462","1,455.24",2023-03-29,tndrloin
"65,238","1,464.65",2023-03-30,tndrloin
"4,652",624.11,2023-03-30,butt_CC
,.00,2023-03-30,butt_bnls
"379,097","1,462.07",2023-03-31,tndrloin
,.00,2023-03-31,butt_CC
,,2023-03-31,butt_bnls
,,2023-04-03,butt_bnls
,,2023-04-03,butt_CC
"54,370","1,470.79",2023-04-03,tndrloin
,.00,2023-04-04,butt_bnls
"53,301","1,545.85",2023-04-04,tndrloin
"89,740",579.08,2023-04-04,butt_CC
"136,906","1,537.02",2023-04-05,tndrloin
"41,373",586.95,2023-04-05,butt_CC
,,2023-04-05,butt_bnls
"118,906","1,534.38",2023-04-06,tndrloin
,,2023-04-06,butt_CC
,.00,2023-04-06,butt_bnls
,,2023-04-07,butt_CC
,.00,2023-04-07,butt_bnls
"76,658","1,523.07",2023-04-07,tndrloin
"151,162","1,527.32",2023-04-10,tndrloin
"123,733",577.17,2023-04-10,butt_CC
,,2023-04-10,butt_bnls
,.00,2023-04-11,butt_bnls
"47,688","1,605.06",2023-04-11,tndrloin
,,2023-04-11,butt_CC
"1,295",411.43,2023-04-12,butt_bnls
"96,931",589.30,2023-04-12,butt_CC
"37,402","1,642.12",2023-04-12,tndrloin
,.00,2023-04-13,butt_bnls
"73,363","1,617.29",2023-04-13,tndrloin
"44,516",583.45,2023-04-13,butt_CC
"126,473","1,620.69",2023-04-14,tndrloin
,,2023-04-14,butt_CC
,.00,2023-04-14,butt_bnls
"26,238","1,641.31",2023-04-17,tndrloin
"7,217",654.12,2023-04-17,butt_CC
,.00,2023-04-17,butt_bnls
,,2023-04-18,butt_bnls
"3,291",610.70,2023-04-18,butt_CC
"138,912","1,606.59",2023-04-18,tndrloin
"25,532",596.44,2023-04-19,butt_CC
"1,723",430.95,2023-04-19,butt_bnls
"111,220","1,624.58",2023-04-19,tndrloin
"86,469","1,630.16",2023-04-20,tndrloin
,,2023-04-20,butt_CC
,,2023-04-20,butt_bnls
"38,874","1,628.51",2023-04-21,tndrloin
,,2023-04-21,butt_CC
,,2023-04-21,butt_bnls
,,2023-04-24,butt_bnls
"3,841",584.53,2023-04-24,butt_CC
"13,974","1,699.24",2023-04-24,tndrloin
"37,262","1,662.38",2023-04-25,tndrloin
"91,784",553.90,2023-04-25,butt_CC
,,2023-04-25,butt_bnls
"61,241","1,666.20",2023-04-26,tndrloin
"2,391",645.22,2023-04-26,butt_CC
,,2023-04-26,butt_bnls
"50,932","1,644.52",2023-04-27,tndrloin
"12,241",580.45,2023-04-27,butt_CC
,,2023-04-27,butt_bnls
,,2023-04-28,butt_bnls
"129,689","1,647.65",2023-04-28,tndrloin
"66,805",562.63,2023-04-28,butt_CC
"32,428","1,615.94",2023-05-01,tndrloin
"9,543",630.62,2023-05-01,butt_CC
,,2023-05-01,butt_bnls
"106,916","1,571.63",2023-05-02,tndrloin
"81,080",551.44,2023-05-02,butt_CC
,,2023-05-02,butt_bnls
"46,897","1,659.39",2023-05-03,tndrloin
"190,901",584.58,2023-05-03,butt_CC
,.00,2023-05-03,butt_bnls
,,2023-05-04,butt_bnls
"119,831","1,614.53",2023-05-04,tndrloin
"20,465",560.13,2023-05-04,butt_CC
"71,074","1,603.55",2023-05-05,tndrloin
,,2023-05-05,butt_CC
,,2023-05-05,butt_bnls
"5,504","1,629.12",2023-05-08,tndrloin
"21,237",622.57,2023-05-08,butt_CC
,.00,2023-05-08,butt_bnls
"90,936","1,565.26",2023-05-09,tndrloin
"2,466",576.83,2023-05-09,butt_CC
,,2023-05-09,butt_bnls
,,2023-05-10,butt_bnls
"57,469","1,571.03",2023-05-10,tndrloin
,,2023-05-10,butt_CC
"78,826","1,573.05",2023-05-11,tndrloin
"124,528",536.38,2023-05-11,butt_CC
,,2023-05-11,butt_bnls
"357,814","1,436.24",2023-05-12,tndrloin
"37,739",543.96,2023-05-12,butt_CC
"39,462",453.26,2023-05-12,butt_bnls
"270,311","1,416.88",2023-05-15,tndrloin
"19,301",580.23,2023-05-15,butt_CC
,.00,2023-05-15,butt_bnls
,,2023-05-16,butt_bnls
"48,390","1,531.09",2023-05-16,tndrloin
"26,413",553.17,2023-05-16,butt_CC
"149,203","1,455.12",2023-05-17,tndrloin
"10,538",590.43,2023-05-17,butt_CC
,,2023-05-17,butt_bnls
"131,265","1,440.41",2023-05-18,tndrloin
,,2023-05-18,butt_CC
,,2023-05-18,butt_bnls
"91,948","1,444.97",2023-05-19,tndrloin
,,2023-05-19,butt_CC
,.00,2023-05-19,butt_bnls
"2,721",500.35,2023-05-22,butt_bnls
"40,915","1,452.69",2023-05-22,tndrloin
"182,520",545.25,2023-05-22,butt_CC
"64,718","1,447.81",2023-05-23,tndrloin
"41,674",615.13,2023-05-23,butt_CC
,,2023-05-23,butt_bnls
"157,054","1,447.45",2023-05-24,tndrloin
"17,800",550.65,2023-05-24,butt_CC
,,2023-05-24,butt_bnls
"2,493",503.65,2023-05-25,butt_bnls
"60,371","1,456.87",2023-05-25,tndrloin
,,2023-05-25,butt_CC
"4,352",491.18,2023-05-26,butt_bnls
"71,225","1,456.28",2023-05-26,tndrloin
"18,957",617.05,2023-05-26,butt_CC
,,2023-05-30,butt_bnls
"68,448","1,478.24",2023-05-30,tndrloin
"20,851",557.31,2023-05-30,butt_CC
"117,650","1,476.40",2023-05-31,tndrloin
,,2023-05-31,butt_CC
,,2023-05-31,butt_bnls
"74,710","1,481.77",2023-06-01,tndrloin
,,2023-06-01,butt_CC
"3,517",504.78,2023-06-01,butt_bnls
,,2023-06-02,butt_bnls
"106,699",689.42,2023-06-02,butt_CC
"54,601","1,493.62",2023-06-02,tndrloin
"104,918","1,494.33",2023-06-05,tndrloin
,,2023-06-05,butt_CC
,.00,2023-06-05,butt_bnls
"91,708","1,531.83",2023-06-06,tndrloin
"16,335",631.78,2023-06-06,butt_CC
,,2023-06-06,butt_bnls
,.00,2023-06-07,butt_bnls
"1,790",635.87,2023-06-07,butt_CC
"73,890","1,544.57",2023-06-07,tndrloin
,,2023-06-08,butt_bnls
"48,435","1,554.87",2023-06-08,tndrloin
"4,326",624.32,2023-06-08,butt_CC
"51,309","1,549.19",2023-06-09,tndrloin
,,2023-06-09,butt_CC
,,2023-06-09,butt_bnls
"104,191","1,554.08",2023-06-12,tndrloin
,,2023-06-12,butt_CC
,,2023-06-12,butt_bnls
"1,108",700.15,2023-06-13,butt_CC
,.00,2023-06-13,butt_bnls
"52,001","1,578.93",2023-06-13,tndrloin
"34,297","1,598.39",2023-06-14,tndrloin
"39,111",550.16,2023-06-14,butt_CC
,.00,2023-06-14,butt_bnls
"2,506",533.45,2023-06-15,butt_bnls
"40,697","1,574.39",2023-06-15,tndrloin
"81,584",619.30,2023-06-15,butt_CC
,,2023-06-16,butt_bnls
"62,346","1,568.69",2023-06-16,tndrloin
"17,325",607.46,2023-06-16,butt_CC
"92,705","1,522.82",2023-06-19,tndrloin
,.00,2023-06-19,butt_CC
,,2023-06-19,butt_bnls
"53,806","1,587.22",2023-06-20,tndrloin
,,2023-06-20,butt_CC
,,2023-06-20,butt_bnls
"84,782","1,533.58",2023-06-21,tndrloin
"40,639",646.46,2023-06-21,butt_CC
,,2023-06-21,butt_bnls
,,2023-06-22,butt_bnls
,,2023-06-22,butt_CC
"120,413","1,436.09",2023-06-22,tndrloin
"203,729","1,395.05",2023-06-23,tndrloin
,,2023-06-23,butt_CC
,,2023-06-23,butt_bnls
"124,745","1,405.14",2023-06-26,tndrloin
"16,445",616.32,2023-06-26,butt_CC
"2,493",507.50,2023-06-26,butt_bnls
"173,331","1,394.94",2023-06-27,tndrloin
"1,715",717.82,2023-06-27,butt_CC
,.00,2023-06-27,butt_bnls
,.00,2023-06-28,butt_bnls
"60,774","1,466.60",2023-06-28,tndrloin
,,2023-06-28,butt_CC
"42,722","1,435.78",2023-06-29,tndrloin
"1,879",709.84,2023-06-29,butt_CC
,,2023-06-29,butt_bnls
"87,999","1,427.18",2023-06-30,tndrloin
"15,642",591.86,2023-06-30,butt_CC
,,2023-06-30,butt_bnls
"16,309","1,391.21",2023-07-03,tndrloin
"24,367",600.60,2023-07-03,butt_CC
,,2023-07-03,butt_bnls
,,2023-07-05,butt_bnls
"41,912","1,508.36",2023-07-05,tndrloin
"9,610",632.64,2023-07-05,butt_CC
"72,991","1,448.98",2023-07-06,tndrloin
"95,563",565.83,2023-07-06,butt_CC
"2,643",524.36,2023-07-06,butt_bnls
"77,191","1,412.98",2023-07-07,tndrloin
"1,397",698.18,2023-07-07,butt_CC
,,2023-07-07,butt_bnls
,.00,2023-07-10,butt_bnls
"6,381",631.40,2023-07-10,butt_CC
"52,549","1,396.46",2023-07-10,tndrloin
,,2023-07-11,butt_bnls
"55,612","1,407.81",2023-07-11,tndrloin
"144,792",562.87,2023-07-11,butt_CC
,,2023-07-12,butt_bnls
"149,672","1,388.33",2023-07-12,tndrloin
"25,271",540.73,2023-07-12,butt_CC
,,2023-07-13,butt_bnls
"229,234","1,361.28",2023-07-13,tndrloin
"90,420",551.72,2023-07-13,butt_CC
"52,378","1,418.66",2023-07-14,tndrloin
,,2023-07-14,butt_CC
"1,288",491.99,2023-07-14,butt_bnls
"35,165","1,380.26",2023-07-17,tndrloin
"7,236",583.51,2023-07-17,butt_CC
,.00,2023-07-17,butt_bnls
"33,170",563.15,2023-07-18,butt_CC
,.00,2023-07-18,butt_bnls
"75,085","1,380.50",2023-07-18,tndrloin
"31,706","1,403.19",2023-07-19,tndrloin
"86,473",541.69,2023-07-19,butt_CC
,.00,2023-07-19,butt_bnls
"3,005",491.71,2023-07-20,butt_bnls
"226,801","1,343.30",2023-07-20,tndrloin
,,2023-07-20,butt_CC
,,2023-07-21,butt_bnls
"47,465","1,384.22",2023-07-21,tndrloin
,,2023-07-21,butt_CC
"20,808","1,407.56",2023-07-24,tndrloin
"10,056",567.75,2023-07-24,butt_CC
,.00,2023-07-24,butt_bnls
"189,131","1,360.56",2023-07-25,tndrloin
,,2023-07-25,butt_CC
,.00,2023-07-25,butt_bnls
"99,030","1,378.46",2023-07-26,tndrloin
"4,204",624.97,2023-07-26,butt_CC
,,2023-07-26,butt_bnls
,,2023-07-27,butt_bnls
"129,536","1,352.25",2023-07-27,tndrloin
"9,393",580.70,2023-07-27,butt_CC
"158,644","1,341.40",2023-07-28,tndrloin
"64,441",595.95,2023-07-28,butt_CC
,,2023-07-28,butt_bnls
"95,318","1,337.56",2023-07-31,tndrloin
"34,530",593.99,2023-07-31,butt_CC
,,2023-07-31,butt_bnls
,,2023-08-01,butt_bnls
"4,109",656.99,2023-08-01,butt_CC
"66,119","1,370.22",2023-08-01,tndrloin
,,2023-08-02,butt_bnls
"72,300","1,365.40",2023-08-02,tndrloin
,,2023-08-02,butt_CC
"3,273",451.10,2023-08-03,butt_bnls
"115,179","1,365.59",2023-08-03,tndrloin
,,2023-08-03,butt_CC
"82,649","1,361.34",2023-08-04,tndrloin
"10,196",571.65,2023-08-04,butt_CC
,.00,2023-08-04,butt_bnls
"160,152","1,364.01",2023-08-07,tndrloin
"4,194",590.65,2023-08-07,butt_CC
,,2023-08-07,butt_bnls
,,2023-08-08,butt_bnls
"10,914",640.36,2023-08-08,butt_CC
"162,660","1,370.47",2023-08-08,tndrloin
"204,379","1,387.66",2023-08-09,tndrloin
"40,165",573.94,2023-08-09,butt_CC
,.00,2023-08-09,butt_bnls
"97,141","1,391.09",2023-08-10,tndrloin
"12,298",579.07,2023-08-10,butt_CC
,,2023-08-10,butt_bnls
,,2023-08-11,butt_bnls
"3,301",604.63,2023-08-11,butt_CC
"69,389","1,397.57",2023-08-11,tndrloin
,.00,2023-08-14,butt_bnls
"37,389","1,403.61",2023-08-14,tndrloin
"19,932",630.56,2023-08-14,butt_CC
"312,396","1,397.44",2023-08-15,tndrloin
"8,212",581.51,2023-08-15,butt_CC
"5,385",469.39,2023-08-15,butt_bnls
"73,393","1,443.13",2023-08-16,tndrloin
"1,077",671.75,2023-08-16,butt_CC
,.00,2023-08-16,butt_bnls
"48,803",630.67,2023-08-17,butt_CC
,,2023-08-17,butt_bnls
"86,781","1,420.36",2023-08-17,tndrloin
"67,462","1,439.05",2023-08-18,tndrloin
"107,397",642.88,2023-08-18,butt_CC
"1,048",465.90,2023-08-18,butt_bnls
,.00,2023-08-21,butt_bnls
"88,678","1,453.00",2023-08-21,tndrloin
"67,613",632.45,2023-08-21,butt_CC
,,2023-08-22,butt_bnls
"35,384","1,511.85",2023-08-22,tndrloin
"1,224",692.16,2023-08-22,butt_CC
,,2023-08-23,butt_CC
"154,114","1,464.96",2023-08-23,tndrloin
"1,187",452.41,2023-08-23,butt_bnls
"75,744","1,469.83",2023-08-24,tndrloin
"35,862",604.06,2023-08-24,butt_CC
"3,221",473.96,2023-08-24,butt_bnls
"273,594","1,436.09",2023-08-25,tndrloin
"39,197",635.29,2023-08-25,butt_CC
,,2023-08-25,butt_bnls
,,2023-08-28,butt_bnls
"56,934","1,451.87",2023-08-28,tndrloin
"14,372",645.63,2023-08-28,butt_CC
"4,060",668.55,2023-08-29,butt_CC
,,2023-08-29,butt_bnls
"37,733","1,529.34",2023-08-29,tndrloin
"124,215","1,488.59",2023-08-30,tndrloin
"90,381",599.29,2023-08-30,butt_CC
,,2023-08-30,butt_bnls
"67,461","1,505.00",2023-08-31,tndrloin
"28,938",616.72,2023-08-31,butt_CC
,,2023-08-31,butt_bnls
,,2023-09-01,butt_bnls
,,2023-09-01,butt_CC
"63,020","1,489.36",2023-09-01,tndrloin
,,2023-09-05,butt_bnls
"67,161","1,501.15",2023-09-05,tndrloin
"30,050",645.29,2023-09-05,butt_CC
"287,938","1,453.71",2023-09-06,tndrloin
"37,424",615.80,2023-09-06,butt_CC
,.00,2023-09-06,butt_bnls
"281,139","1,444.61",2023-09-07,tndrloin
"17,588",581.54,2023-09-07,butt_CC
"3,678",453.10,2023-09-07,butt_bnls
,.00,2023-09-08,butt_bnls
,.00,2023-09-08,butt_CC
"38,849","1,470.28",2023-09-08,tndrloin
"27,254","1,449.42",2023-09-11,tndrloin
"14,706",589.70,2023-09-11,butt_CC
,.00,2023-09-11,butt_bnls
"184,317","1,411.19",2023-09-12,tndrloin
"183,246",564.34,2023-09-12,butt_CC
,,2023-09-12,butt_bnls
,,2023-09-13,butt_bnls
"163,300",562.08,2023-09-13,butt_CC
"305,837","1,390.94",2023-09-13,tndrloin
"65,234","1,433.68",2023-09-14,tndrloin
"11,532",585.08,2023-09-14,butt_CC
,.00,2023-09-14,butt_bnls
"195,141","1,396.72",2023-09-15,tndrloin
"93,849",558.76,2023-09-15,butt_CC
,.00,2023-09-15,butt_bnls
"129,585","1,408.54",2023-09-18,tndrloin
"48,539",561.35,2023-09-18,butt_CC
,.00,2023-09-18,butt_bnls
,,2023-09-19,butt_bnls
"230,377","1,403.17",2023-09-19,tndrloin
"252,089",553.54,2023-09-19,butt_CC
"66,862","1,459.02",2023-09-20,tndrloin
"71,656",547.12,2023-09-20,butt_CC
,,2023-09-20,butt_bnls
"257,713","1,400.94",2023-09-21,tndrloin
"22,327",565.49,2023-09-21,butt_CC
,,2023-09-21,butt_bnls
"68,963","1,429.66",2023-09-22,tndrloin
,,2023-09-22,butt_CC
,.00,2023-09-22,butt_bnls
,.00,2023-09-25,butt_bnls
"82,982","1,382.78",2023-09-25,tndrloin
"33,260",627.46,2023-09-25,butt_CC
"444,534","1,400.05",2023-09-26,tndrloin
,,2023-09-26,butt_CC
,,2023-09-26,butt_bnls
"136,468","1,432.15",2023-09-27,tndrloin
"18,029",570.72,2023-09-27,butt_CC
,,2023-09-27,butt_bnls
"72,443","1,430.89",2023-09-28,tndrloin
,,2023-09-28,butt_CC
,,2023-09-28,butt_bnls
,,2023-09-29,butt_bnls
"227,309","1,457.78",2023-09-29,tndrloin
,,2023-09-29,butt_CC
"90,133","1,476.46",2023-10-02,tndrloin
"37,772",556.46,2023-10-02,butt_CC
,.00,2023-10-02,butt_bnls
"65,008","1,534.79",2023-10-03,tndrloin
"210,285",647.98,2023-10-03,butt_CC
,.00,2023-10-03,butt_bnls
"1,212",388.01,2023-10-04,butt_bnls
"274,176",543.16,2023-10-04,butt_CC
"39,574","1,546.54",2023-10-04,tndrloin
"6,153",400.17,2023-10-05,butt_bnls
"63,307","1,477.46",2023-10-05,tndrloin
"12,899",564.57,2023-10-05,butt_CC
"60,030","1,510.46",2023-10-06,tndrloin
"4,852",578.23,2023-10-06,butt_CC
"4,191",410.91,2023-10-06,butt_bnls
"9,011","1,619.23",2023-10-09,tndrloin
"13,174",566.76,2023-10-09,butt_CC
,.00,2023-10-09,butt_bnls
,,2023-10-10,butt_bnls
"10,798",621.43,2023-10-10,butt_CC
"22,533","1,622.46",2023-10-10,tndrloin
"26,567",547.91,2023-10-11,butt_CC
"10,731",366.88,2023-10-11,butt_bnls
"85,554","1,551.05",2023-10-11,tndrloin
"192,940","1,561.32",2023-10-12,tndrloin
"25,314",557.40,2023-10-12,butt_CC
,,2023-10-12,butt_bnls
"27,705","1,542.45",2023-10-13,tndrloin
,,2023-10-13,butt_CC
,.00,2023-10-13,butt_bnls
,,2023-10-16,butt_bnls
"59,372","1,569.51",2023-10-16,tndrloin
"213,807",555.63,2023-10-16,butt_CC
"41,928","1,586.48",2023-10-17,tndrloin
"3,263",588.82,2023-10-17,butt_CC
,,2023-10-17,butt_bnls
"68,122","1,647.44",2023-10-18,tndrloin
"38,016",556.74,2023-10-18,butt_CC
"6,076",381.98,2023-10-18,butt_bnls
"147,836","1,579.44",2023-10-19,tndrloin
"24,659",548.54,2023-10-19,butt_CC
"4,097",396.14,2023-10-19,butt_bnls
,.00,2023-10-20,butt_bnls
"205,591",540.12,2023-10-20,butt_CC
"88,740","1,590.54",2023-10-20,tndrloin
"8,549","1,786.21",2023-10-23,tndrloin
"50,932",537.76,2023-10-23,butt_CC
,,2023-10-23,butt_bnls
"31,804","1,675.53",2023-10-24,tndrloin
"13,005",579.48,2023-10-24,butt_CC
,.00,2023-10-24,butt_bnls
"100,025","1,663.31",2023-10-25,tndrloin
"87,248",551.04,2023-10-25,butt_CC
,.00,2023-10-25,butt_bnls
,,2023-10-26,butt_bnls
"157,667","1,638.07",2023-10-26,tndrloin
"42,032",577.95,2023-10-26,butt_CC
"84,889","1,645.48",2023-10-27,tndrloin
"25,779",561.82,2023-10-27,butt_CC
,,2023-10-27,butt_bnls
"34,947","1,702.79",2023-10-30,tndrloin
"34,492",558.06,2023-10-30,butt_CC
,,2023-10-30,butt_bnls
"31,725","1,715.33",2023-10-31,tndrloin
"58,565",560.81,2023-10-31,butt_CC
,.00,2023-10-31,butt_bnls
,,2023-11-01,butt_bnls
"34,260","1,739.48",2023-11-01,tndrloin
"11,948",527.97,2023-11-01,butt_CC
"431,734","1,653.09",2023-11-02,tndrloin
"13,681",565.13,2023-11-02,butt_CC
,,2023-11-02,butt_bnls
"38,863","1,694.92",2023-11-03,tndrloin
,,2023-11-03,butt_CC
,.00,2023-11-03,butt_bnls
"7,505","1,741.75",2023-11-06,tndrloin
"5,835",598.52,2023-11-06,butt_CC
"20,639",394.00,2023-11-06,butt_bnls
,,2023-11-07,butt_bnls
"158,404","1,688.30",2023-11-07,tndrloin
"10,685",547.37,2023-11-07,butt_CC
"456,730","1,645.13",2023-11-08,tndrloin
"13,428",532.97,2023-11-08,butt_CC
,,2023-11-08,butt_bnls
"40,667","1,709.00",2023-11-09,tndrloin
"16,890",547.00,2023-11-09,butt_CC
,.00,2023-11-09,butt_bnls
"186,769","1,679.67",2023-11-10,tndrloin
"85,357",540.80,2023-11-10,butt_CC
,,2023-11-10,butt_bnls
,,2023-11-13,butt_bnls
"13,912","1,677.72",2023-11-13,tndrloin
"15,272",592.19,2023-11-13,butt_CC
"31,435","1,695.75",2023-11-14,tndrloin
"132,366",540.75,2023-11-14,butt_CC
,.00,2023-11-14,butt_bnls
"130,708","1,699.45",2023-11-15,tndrloin
"3,139",606.99,2023-11-15,butt_CC
,,2023-11-15,butt_bnls
"7,823",390.32,2023-11-16,butt_bnls
"32,497","1,718.00",2023-11-16,tndrloin
"25,550",560.06,2023-11-16,butt_CC
,,2023-11-17,butt_bnls
"31,776","1,725.70",2023-11-17,tndrloin
,,2023-11-17,butt_CC
,,2023-11-20,butt_bnls
"62,461","1,717.79",2023-11-20,tndrloin
