total_pounds,weighted_average,report_date,item_description
"43,050","1,013.41",2020-01-27,tndrloin
"25,647","1,011.89",2020-01-28,tndrloin
"123,712",416.29,2020-01-28,butt_CC
,,2020-01-28,butt_bnls
"3,160",300.47,2020-01-29,butt_bnls
"66,114","1,012.11",2020-01-29,tndrloin
"30,854",412.62,2020-01-29,butt_CC
,,2020-01-30,butt_bnls
"123,868",987.11,2020-01-30,tndrloin
"28,945",440.23,2020-01-30,butt_CC
"62,731","1,006.09",2020-01-31,tndrloin
,,2020-01-31,butt_CC
"8,745",294.00,2020-01-31,butt_bnls
"64,407",999.64,2020-02-03,tndrloin
"1,903",438.31,2020-02-03,butt_CC
"1,549",297.93,2020-02-03,butt_bnls
"10,657","1,043.32",2020-02-04,tndrloin
,,2020-02-04,butt_CC
,,2020-02-04,butt_bnls
"4,931",296.15,2020-02-05,butt_bnls
"80,244",982.15,2020-02-05,tndrloin
"237,095",406.35,2020-02-05,butt_CC
"133,210",980.82,2020-02-06,tndrloin
"63,568",400.65,2020-02-06,butt_CC
,,2020-02-06,butt_bnls
"111,075",966.44,2020-02-07,tndrloin
"50,378",403.82,2020-02-07,butt_CC
"50,790",299.51,2020-02-07,butt_bnls
"1,770",294.97,2020-02-10,butt_bnls
"8,420",420.71,2020-02-10,butt_CC
"32,893",996.73,2020-02-10,tndrloin
,,2020-02-11,butt_bnls
"45,499",974.53,2020-02-11,tndrloin
,,2020-02-11,butt_CC
"8,318",291.73,2020-02-12,butt_bnls
"236,160",955.30,2020-02-12,tndrloin
"45,488",405.80,2020-02-12,butt_CC
"78,217",977.58,2020-02-13,tndrloin
"2,283",435.00,2020-02-13,butt_CC
,,2020-02-13,butt_bnls
"77,800",941.90,2020-02-14,tndrloin
,,2020-02-14,butt_CC
"4,951",285.00,2020-02-14,butt_bnls
,,2020-02-17,butt_bnls
,,2020-02-17,butt_CC
"97,781",947.24,2020-02-17,tndrloin
"54,024",927.65,2020-02-18,tndrloin
,,2020-02-18,butt_CC
,,2020-02-18,butt_bnls
"252,536",936.81,2020-02-19,tndrloin
"244,647",395.53,2020-02-19,butt_CC
"6,444",291.11,2020-02-19,butt_bnls
,,2020-02-20,butt_bnls
"13,637",411.47,2020-02-20,butt_CC
"211,894",936.77,2020-02-20,tndrloin
"7,345",284.77,2020-02-21,butt_bnls
"53,862",950.80,2020-02-21,tndrloin
,,2020-02-21,butt_CC
"38,330",943.28,2020-02-24,tndrloin
"1,613",431.45,2020-02-24,butt_CC
"2,637",280.00,2020-02-24,butt_bnls
"33,901",942.77,2020-02-25,tndrloin
"8,917",420.30,2020-02-25,butt_CC
,,2020-02-25,butt_bnls
,,2020-02-26,butt_CC
"1,490",285.00,2020-02-26,butt_bnls
"66,674",986.59,2020-02-26,tndrloin
"118,017",962.02,2020-02-27,tndrloin
"11,179",416.09,2020-02-27,butt_CC
"3,857",289.04,2020-02-27,butt_bnls
,,2020-02-28,butt_bnls
"129,880",918.88,2020-02-28,tndrloin
"12,334",438.49,2020-02-28,butt_CC
"23,017",960.06,2020-03-02,tndrloin
"9,365",271.95,2020-03-02,butt_bnls
"47,569",401.48,2020-03-02,butt_CC
,,2020-03-03,butt_CC
"240,464",936.00,2020-03-03,tndrloin
,,2020-03-03,butt_bnls
"2,995",289.54,2020-03-04,butt_bnls
"269,580",940.51,2020-03-04,tndrloin
"21,150",401.10,2020-03-04,butt_CC
,,2020-03-05,butt_bnls
"93,498",943.12,2020-03-05,tndrloin
"24,342",397.34,2020-03-05,butt_CC
"8,791",277.76,2020-03-06,butt_bnls
"37,181",939.82,2020-03-06,tndrloin
"171,107",375.54,2020-03-06,butt_CC
,,2020-03-09,butt_bnls
"30,496",949.49,2020-03-09,tndrloin
,,2020-03-09,butt_CC
"42,222",942.76,2020-03-10,tndrloin
,,2020-03-10,butt_CC
,,2020-03-10,butt_bnls
"83,850",924.51,2020-03-11,tndrloin
"5,806",396.11,2020-03-11,butt_CC
"6,549",282.49,2020-03-11,butt_bnls
"197,767",908.62,2020-03-12,tndrloin
"109,137",375.00,2020-03-12,butt_CC
"9,361",284.10,2020-03-12,butt_bnls
"19,599",919.06,2020-03-13,tndrloin
,,2020-03-13,butt_CC
,,2020-03-13,butt_bnls
"131,721",915.47,2020-03-16,tndrloin
,,2020-03-16,butt_CC
"4,120",284.25,2020-03-16,butt_bnls
"5,469",321.80,2020-03-17,butt_bnls
"156,365",900.15,2020-03-17,tndrloin
,,2020-03-17,butt_CC
"90,496",861.95,2020-03-18,tndrloin
"47,694",500.94,2020-03-18,butt_CC
"4,537",306.01,2020-03-18,butt_bnls
"380,816",781.98,2020-03-19,tndrloin
,,2020-03-19,butt_CC
"4,311",307.04,2020-03-19,butt_bnls
"296,755",739.66,2020-03-20,tndrloin
"109,385",469.96,2020-03-20,butt_CC
,,2020-03-20,butt_bnls
"8,383",292.50,2020-03-23,butt_bnls
"126,896",767.02,2020-03-23,tndrloin
"56,202",468.07,2020-03-23,butt_CC
"281,841",716.65,2020-03-24,tndrloin
,,2020-03-24,butt_CC
,,2020-03-24,butt_bnls
"191,919",702.44,2020-03-25,tndrloin
,,2020-03-25,butt_CC
"12,857",324.75,2020-03-25,butt_bnls
,,2020-03-26,butt_bnls
,,2020-03-26,butt_CC
"77,567",690.98,2020-03-26,tndrloin
,,2020-03-27,butt_bnls
"30,743",692.11,2020-03-27,tndrloin
,,2020-03-27,butt_CC
"37,212",703.04,2020-03-30,tndrloin
,,2020-03-30,butt_CC
,,2020-03-30,butt_bnls
"51,225",673.13,2020-03-31,tndrloin
,,2020-03-31,butt_CC
,,2020-03-31,butt_bnls
"5,083",315.00,2020-04-01,butt_bnls
"8,230",707.06,2020-04-01,tndrloin
,,2020-04-01,butt_CC
"218,115",641.22,2020-04-02,tndrloin
,,2020-04-02,butt_CC
,,2020-04-02,butt_bnls
"17,445",659.80,2020-04-03,tndrloin
"196,800",281.00,2020-04-03,butt_CC
"16,183",275.12,2020-04-03,butt_bnls
,,2020-04-06,butt_bnls
,,2020-04-06,butt_CC
"109,220",621.64,2020-04-06,tndrloin
,,2020-04-07,butt_bnls
"345,151",528.60,2020-04-07,tndrloin
,,2020-04-07,butt_CC
"208,589",509.67,2020-04-08,tndrloin
,,2020-04-08,butt_CC
"1,422",268.97,2020-04-08,butt_bnls
"463,132",529.85,2020-04-09,tndrloin
"60,525",360.00,2020-04-09,butt_CC
,,2020-04-09,butt_bnls
"92,298",360.00,2020-04-10,butt_CC
,,2020-04-10,butt_bnls
"125,744",521.70,2020-04-10,tndrloin
"118,886",530.62,2020-04-13,tndrloin
,,2020-04-13,butt_CC
,,2020-04-13,butt_bnls
,,2020-04-14,butt_bnls
"144,526",522.34,2020-04-14,tndrloin
"28,175",365.00,2020-04-14,butt_CC
"133,111",204.86,2020-04-15,butt_bnls
,,2020-04-15,butt_CC
"164,875",523.56,2020-04-15,tndrloin
,,2020-04-16,butt_bnls
"175,771",548.73,2020-04-16,tndrloin
"36,651",392.39,2020-04-16,butt_CC
"24,719",228.99,2020-04-17,butt_bnls
"256,002",588.50,2020-04-17,tndrloin
"218,519",418.06,2020-04-17,butt_CC
"63,670",593.13,2020-04-20,tndrloin
,,2020-04-20,butt_CC
,,2020-04-20,butt_bnls
"25,133",769.33,2020-04-21,tndrloin
,,2020-04-21,butt_CC
"18,771",278.12,2020-04-21,butt_bnls
,,2020-04-22,butt_CC
"1,694",305.13,2020-04-22,butt_bnls
"30,774",841.72,2020-04-22,tndrloin
"48,788",826.05,2020-04-23,tndrloin
,,2020-04-23,butt_CC
"57,611",309.41,2020-04-23,butt_bnls
,,2020-04-24,butt_bnls
"23,099",968.13,2020-04-24,tndrloin
,,2020-04-24,butt_CC
"11,470",244.73,2020-04-27,butt_bnls
"27,082",983.99,2020-04-27,tndrloin
,.00,2020-04-27,butt_CC
"43,071","1,002.68",2020-04-28,tndrloin
,,2020-04-28,butt_CC
,,2020-04-28,butt_bnls
"167,552","1,072.61",2020-04-29,tndrloin
,.00,2020-04-29,butt_CC
,,2020-04-29,butt_bnls
"46,670","1,099.94",2020-04-30,tndrloin
,.00,2020-04-30,butt_CC
,.00,2020-04-30,butt_bnls
,,2020-05-01,butt_bnls
"6,391","1,091.08",2020-05-01,tndrloin
,,2020-05-01,butt_CC
"79,236","1,161.30",2020-05-04,tndrloin
,,2020-05-04,butt_CC
,.00,2020-05-04,butt_bnls
"58,683","1,196.69",2020-05-05,tndrloin
,,2020-05-05,butt_CC
,.00,2020-05-05,butt_bnls
,,2020-05-06,butt_bnls
,.00,2020-05-06,butt_CC
"168,362","1,216.65",2020-05-06,tndrloin
"32,141","1,214.81",2020-05-07,tndrloin
,,2020-05-07,butt_CC
,.00,2020-05-07,butt_bnls
"76,138","1,234.81",2020-05-08,tndrloin
,,2020-05-08,butt_CC
,,2020-05-08,butt_bnls
"46,611","1,257.49",2020-05-11,tndrloin
,,2020-05-11,butt_CC
,,2020-05-11,butt_bnls
,,2020-05-12,butt_bnls
"29,060","1,220.23",2020-05-12,tndrloin
,,2020-05-12,butt_CC
"21,497","1,242.73",2020-05-13,tndrloin
,,2020-05-13,butt_CC
,,2020-05-13,butt_bnls
"47,489","1,233.58",2020-05-14,tndrloin
,.00,2020-05-14,butt_CC
,,2020-05-14,butt_bnls
"29,462","1,233.59",2020-05-15,tndrloin
,.00,2020-05-15,butt_CC
,.00,2020-05-15,butt_bnls
,,2020-05-18,butt_bnls
"43,184","1,227.64",2020-05-18,tndrloin
,,2020-05-18,butt_CC
"94,661","1,224.67",2020-05-19,tndrloin
,.00,2020-05-19,butt_CC
,.00,2020-05-19,butt_bnls
"41,018","1,236.15",2020-05-20,tndrloin
,.00,2020-05-20,butt_CC
,,2020-05-20,butt_bnls
"91,248","1,231.46",2020-05-21,tndrloin
,.00,2020-05-21,butt_CC
,,2020-05-21,butt_bnls
,.00,2020-05-22,butt_bnls
"40,006","1,228.07",2020-05-22,tndrloin
,.00,2020-05-22,butt_CC
"71,582","1,237.49",2020-05-26,tndrloin
,.00,2020-05-26,butt_CC
,.00,2020-05-26,butt_bnls
"38,425","1,231.87",2020-05-27,tndrloin
,.00,2020-05-27,butt_CC
,.00,2020-05-27,butt_bnls
,,2020-05-28,butt_bnls
,.00,2020-05-28,butt_CC
"56,939","1,232.75",2020-05-28,tndrloin
,.00,2020-05-29,butt_bnls
"53,415","1,173.14",2020-05-29,tndrloin
,,2020-05-29,butt_CC
"45,254","1,231.44",2020-06-01,tndrloin
,,2020-06-01,butt_CC
"11,579",579.21,2020-06-01,butt_bnls
"19,168","1,204.36",2020-06-02,tndrloin
,.00,2020-06-02,butt_CC
,.00,2020-06-02,butt_bnls
"11,421","1,227.74",2020-06-03,tndrloin
,,2020-06-03,butt_CC
"16,146",480.24,2020-06-03,butt_bnls
,,2020-06-04,butt_bnls
"95,102","1,148.00",2020-06-04,tndrloin
,.00,2020-06-04,butt_CC
"51,257","1,152.21",2020-06-05,tndrloin
,,2020-06-05,butt_CC
,,2020-06-05,butt_bnls
"80,873","1,128.57",2020-06-08,tndrloin
"3,507",378.55,2020-06-08,butt_CC
,,2020-06-08,butt_bnls
"31,530","1,093.43",2020-06-09,tndrloin
,,2020-06-09,butt_CC
,.00,2020-06-09,butt_bnls
"2,490",308.01,2020-06-10,butt_bnls
"20,267","1,118.05",2020-06-10,tndrloin
"1,695",494.54,2020-06-10,butt_CC
"94,301","1,033.17",2020-06-11,tndrloin
,,2020-06-11,butt_CC
,,2020-06-11,butt_bnls
"233,534",975.40,2020-06-12,tndrloin
"21,744",348.84,2020-06-12,butt_CC
,.00,2020-06-12,butt_bnls
"61,195","1,003.18",2020-06-15,tndrloin
,,2020-06-15,butt_CC
"2,150",317.62,2020-06-15,butt_bnls
"2,207",273.95,2020-06-16,butt_bnls
"117,554",908.64,2020-06-16,tndrloin
"528,728",364.48,2020-06-16,butt_CC
"99,715",898.29,2020-06-17,tndrloin
,,2020-06-17,butt_CC
,.00,2020-06-17,butt_bnls
"258,773",846.95,2020-06-18,tndrloin
"1,291",422.17,2020-06-18,butt_CC
"4,327",264.61,2020-06-18,butt_bnls
,,2020-06-19,butt_bnls
"108,350",877.77,2020-06-19,tndrloin
,.00,2020-06-19,butt_CC
"15,201",249.82,2020-06-22,butt_bnls
"130,112",842.98,2020-06-22,tndrloin
"5,090",418.64,2020-06-22,butt_CC
"127,836",801.14,2020-06-23,tndrloin
"16,087",395.59,2020-06-23,butt_CC
"4,292",258.00,2020-06-23,butt_bnls
"181,164",803.69,2020-06-24,tndrloin
"11,798",384.67,2020-06-24,butt_CC
,,2020-06-24,butt_bnls
"93,812",367.79,2020-06-25,butt_CC
,,2020-06-25,butt_bnls
"255,283",773.28,2020-06-25,tndrloin
"78,423",794.57,2020-06-26,tndrloin
"24,647",375.14,2020-06-26,butt_CC
,.00,2020-06-26,butt_bnls
"11,312",251.81,2020-06-29,butt_bnls
"112,323",786.50,2020-06-29,tndrloin
"101,943",368.07,2020-06-29,butt_CC
,,2020-06-30,butt_bnls
"82,028",789.67,2020-06-30,tndrloin
,,2020-06-30,butt_CC
"255,485",765.91,2020-07-01,tndrloin
"5,132",445.32,2020-07-01,butt_CC
"4,030",259.51,2020-07-01,butt_bnls
"127,450",767.74,2020-07-02,tndrloin
"7,367",444.32,2020-07-02,butt_CC
,,2020-07-02,butt_bnls
"51,443",775.91,2020-07-06,tndrloin
"52,548",367.13,2020-07-06,butt_CC
"16,313",248.41,2020-07-06,butt_bnls
,,2020-07-07,butt_bnls
"78,176",768.10,2020-07-07,tndrloin
"53,725",370.21,2020-07-07,butt_CC
"249,041",755.08,2020-07-08,tndrloin
"256,053",367.54,2020-07-08,butt_CC
,.00,2020-07-08,butt_bnls
"101,763",772.50,2020-07-09,tndrloin
,.00,2020-07-09,butt_CC
"7,815",275.29,2020-07-09,butt_bnls
,,2020-07-10,butt_bnls
,,2020-07-10,butt_CC
"32,753",824.52,2020-07-10,tndrloin
,,2020-07-13,butt_bnls
"53,845",762.75,2020-07-13,tndrloin
,,2020-07-13,butt_CC
,,2020-07-14,butt_bnls
"14,488",778.65,2020-07-14,tndrloin
"110,779",377.32,2020-07-14,butt_CC
"21,633",780.52,2020-07-15,tndrloin
"200,301",365.21,2020-07-15,butt_CC
,.00,2020-07-15,butt_bnls
"209,332",781.00,2020-07-16,tndrloin
"5,965",425.04,2020-07-16,butt_CC
,,2020-07-16,butt_bnls
,.00,2020-07-17,butt_CC
,.00,2020-07-17,butt_bnls
"57,577",807.03,2020-07-17,tndrloin
"33,043",787.24,2020-07-20,tndrloin
,,2020-07-20,butt_CC
"8,673",249.40,2020-07-20,butt_bnls
,,2020-07-21,butt_bnls
"147,960",797.18,2020-07-21,tndrloin
,,2020-07-21,butt_CC
,.00,2020-07-22,butt_bnls
"44,849",828.31,2020-07-22,tndrloin
"6,183",464.38,2020-07-22,butt_CC
"182,724",817.96,2020-07-23,tndrloin
"22,447",434.58,2020-07-23,butt_CC
,,2020-07-23,butt_bnls
"95,341",815.76,2020-07-24,tndrloin
,,2020-07-24,butt_CC
,,2020-07-24,butt_bnls
"61,052",826.06,2020-07-27,tndrloin
,,2020-07-27,butt_CC
,,2020-07-27,butt_bnls
,,2020-07-28,butt_bnls
"17,507",834.10,2020-07-28,tndrloin
,.00,2020-07-28,butt_CC
"20,119",838.19,2020-07-29,tndrloin
"2,643",503.19,2020-07-29,butt_CC
,,2020-07-29,butt_bnls
"196,277",839.74,2020-07-30,tndrloin
"14,406",424.77,2020-07-30,butt_CC
"7,723",288.97,2020-07-30,butt_bnls
,,2020-07-31,butt_bnls
,,2020-07-31,butt_CC
"65,066",845.27,2020-07-31,tndrloin
,,2020-08-03,butt_bnls
"30,962",844.18,2020-08-03,tndrloin
,,2020-08-03,butt_CC
,.00,2020-08-04,butt_bnls
"62,780",857.89,2020-08-04,tndrloin
,,2020-08-04,butt_CC
"18,677",884.94,2020-08-05,tndrloin
"31,282",430.51,2020-08-05,butt_CC
"5,089",299.11,2020-08-05,butt_bnls
"56,055",887.13,2020-08-06,tndrloin
"19,957",450.85,2020-08-06,butt_CC
,.00,2020-08-06,butt_bnls
"9,945",247.99,2020-08-07,butt_bnls
,.00,2020-08-07,butt_CC
"134,534",889.25,2020-08-07,tndrloin
"106,224",902.00,2020-08-10,tndrloin
,,2020-08-10,butt_CC
,,2020-08-10,butt_bnls
"69,969",926.61,2020-08-11,tndrloin
,,2020-08-11,butt_CC
"4,775",299.06,2020-08-11,butt_bnls
,,2020-08-12,butt_bnls
"64,411",428.11,2020-08-12,butt_CC
"47,702",930.41,2020-08-12,tndrloin
"3,529",306.68,2020-08-13,butt_bnls
"166,723",937.90,2020-08-13,tndrloin
,,2020-08-13,butt_CC
"44,987",940.80,2020-08-14,tndrloin
,,2020-08-14,butt_CC
,,2020-08-14,butt_bnls
"34,039",956.93,2020-08-17,tndrloin
"3,272",450.36,2020-08-17,butt_CC
,,2020-08-17,butt_bnls
"1,605",466.98,2020-08-18,butt_CC
,,2020-08-18,butt_bnls
"35,265",987.55,2020-08-18,tndrloin
"59,110","1,002.28",2020-08-19,tndrloin
"16,224",448.42,2020-08-19,butt_CC
,.00,2020-08-19,butt_bnls
"2,974",324.65,2020-08-20,butt_bnls
"112,356","1,019.86",2020-08-20,tndrloin
"33,713",480.57,2020-08-20,butt_CC
"7,993",288.23,2020-08-21,butt_bnls
"31,850",479.74,2020-08-21,butt_CC
"55,768","1,010.34",2020-08-21,tndrloin
,.00,2020-08-24,butt_bnls
"75,185","1,026.50",2020-08-24,tndrloin
"7,387",432.75,2020-08-24,butt_CC
,,2020-08-25,butt_bnls
"12,168","1,079.80",2020-08-25,tndrloin
"13,495",483.57,2020-08-25,butt_CC
"6,180",353.28,2020-08-26,butt_bnls
"23,845","1,068.58",2020-08-26,tndrloin
"6,944",542.26,2020-08-26,butt_CC
"8,280","1,105.75",2020-08-27,tndrloin
,.00,2020-08-27,butt_CC
,,2020-08-27,butt_bnls
"20,401","1,029.57",2020-08-28,tndrloin
,,2020-08-28,butt_CC
,.00,2020-08-28,butt_bnls
,,2020-08-31,butt_CC
,,2020-08-31,butt_bnls
"54,857","1,040.32",2020-08-31,tndrloin
"60,421","1,054.01",2020-09-01,tndrloin
"4,108",482.03,2020-09-01,butt_CC
,.00,2020-09-01,butt_bnls
,.00,2020-09-02,butt_bnls
"30,159","1,089.99",2020-09-02,tndrloin
"4,317",521.77,2020-09-02,butt_CC
"2,350",346.01,2020-09-03,butt_bnls
"142,240","1,076.59",2020-09-03,tndrloin
,,2020-09-03,butt_CC
"32,321","1,082.42",2020-09-04,tndrloin
,,2020-09-04,butt_CC
,.00,2020-09-04,butt_bnls
"54,638","1,104.14",2020-09-08,tndrloin
"11,447",479.07,2020-09-08,butt_CC
"2,475",337.81,2020-09-08,butt_bnls
"83,917","1,092.86",2020-09-09,tndrloin
"2,839",570.70,2020-09-09,butt_CC
,,2020-09-09,butt_bnls
,,2020-09-10,butt_bnls
"129,762","1,093.81",2020-09-10,tndrloin
,,2020-09-10,butt_CC
"50,980","1,098.12",2020-09-11,tndrloin
,,2020-09-11,butt_CC
"8,112",335.05,2020-09-11,butt_bnls
"165,967","1,077.67",2020-09-14,tndrloin
"4,686",476.90,2020-09-14,butt_CC
,,2020-09-14,butt_bnls
,.00,2020-09-15,butt_bnls
"122,904",401.98,2020-09-15,butt_CC
"79,029","1,101.68",2020-09-15,tndrloin
,,2020-09-16,butt_bnls
"86,180","1,086.17",2020-09-16,tndrloin
"14,380",430.61,2020-09-16,butt_CC
,,2020-09-17,butt_bnls
"41,493","1,093.88",2020-09-17,tndrloin
,,2020-09-17,butt_CC
"139,410","1,086.36",2020-09-18,tndrloin
"139,218",414.20,2020-09-18,butt_CC
"4,392",309.68,2020-09-18,butt_bnls
"37,446","1,123.73",2020-09-21,tndrloin
"9,871",461.34,2020-09-21,butt_CC
,,2020-09-21,butt_bnls
,,2020-09-22,butt_bnls
"126,117",401.48,2020-09-22,butt_CC
"49,762","1,108.10",2020-09-22,tndrloin
"81,960","1,125.36",2020-09-23,tndrloin
"20,602",412.78,2020-09-23,butt_CC
,,2020-09-23,butt_bnls
"97,081","1,115.12",2020-09-24,tndrloin
,,2020-09-24,butt_CC
,,2020-09-24,butt_bnls
,,2020-09-25,butt_bnls
,,2020-09-25,butt_CC
"185,373","1,117.83",2020-09-25,tndrloin
"9,877",290.64,2020-09-28,butt_bnls
"15,956","1,126.51",2020-09-28,tndrloin
"5,138",441.10,2020-09-28,butt_CC
"19,122","1,137.25",2020-09-29,tndrloin
,,2020-09-29,butt_CC
,,2020-09-29,butt_bnls
"49,280","1,157.24",2020-09-30,tndrloin
"11,607",406.07,2020-09-30,butt_CC
"8,815",283.40,2020-09-30,butt_bnls
,,2020-10-01,butt_CC
,,2020-10-01,butt_bnls
"93,741","1,127.99",2020-10-01,tndrloin
"45,964","1,128.62",2020-10-02,tndrloin
,,2020-10-02,butt_CC
,,2020-10-02,butt_bnls
,,2020-10-05,butt_bnls
"37,865","1,137.12",2020-10-05,tndrloin
"11,536",445.20,2020-10-05,butt_CC
,,2020-10-06,butt_bnls
"44,150","1,136.62",2020-10-06,tndrloin
,,2020-10-06,butt_CC
"338,242",380.81,2020-10-07,butt_CC
"36,335","1,179.82",2020-10-07,tndrloin
"4,279",288.49,2020-10-07,butt_bnls
"111,288","1,129.34",2020-10-08,tndrloin
"56,000",393.42,2020-10-08,butt_CC
,,2020-10-08,butt_bnls
"104,128","1,103.03",2020-10-09,tndrloin
"82,272",380.85,2020-10-09,butt_CC
,,2020-10-09,butt_bnls
,,2020-10-12,butt_bnls
"63,965","1,108.78",2020-10-12,tndrloin
"163,146",380.62,2020-10-12,butt_CC
"67,166",388.96,2020-10-13,butt_CC
"11,557",284.38,2020-10-13,butt_bnls
"295,464","1,008.95",2020-10-13,tndrloin
"366,377","1,032.50",2020-10-14,tndrloin
"14,061",390.00,2020-10-14,butt_CC
"13,958",266.78,2020-10-14,butt_bnls
"383,208","1,025.04",2020-10-15,tndrloin
"9,333",417.37,2020-10-15,butt_CC
,,2020-10-15,butt_bnls
,,2020-10-16,butt_bnls
,.00,2020-10-16,butt_CC
"41,597","1,044.20",2020-10-16,tndrloin
"9,923",269.60,2020-10-19,butt_bnls
"14,525","1,119.51",2020-10-19,tndrloin
"172,790",380.53,2020-10-19,butt_CC
"25,718","1,121.58",2020-10-20,tndrloin
"7,656",404.95,2020-10-20,butt_CC
,,2020-10-20,butt_bnls
"67,079","1,073.04",2020-10-21,tndrloin
"36,128",380.91,2020-10-21,butt_CC
"35,660",241.45,2020-10-21,butt_bnls
,,2020-10-22,butt_bnls
"87,407",370.45,2020-10-22,butt_CC
"56,955","1,082.53",2020-10-22,tndrloin
"43,180","1,085.38",2020-10-23,tndrloin
,,2020-10-23,butt_CC
"3,135",275.59,2020-10-23,butt_bnls
"66,656","1,063.63",2020-10-26,tndrloin
"255,683",365.95,2020-10-26,butt_CC
,,2020-10-26,butt_bnls
"43,567",245.11,2020-10-27,butt_bnls
"174,923",371.74,2020-10-27,butt_CC
"3,662","1,102.73",2020-10-27,tndrloin
"164,107","1,063.88",2020-10-28,tndrloin
"58,537",373.91,2020-10-28,butt_CC
"1,228",263.55,2020-10-28,butt_bnls
"131,949","1,068.72",2020-10-29,tndrloin
"77,459",377.43,2020-10-29,butt_CC
"14,975",263.56,2020-10-29,butt_bnls
"71,796","1,045.57",2020-10-30,tndrloin
,,2020-10-30,butt_CC
,,2020-10-30,butt_bnls
,,2020-11-02,butt_bnls
"42,132","1,096.35",2020-11-02,tndrloin
"2,556",402.14,2020-11-02,butt_CC
"60,643","1,064.25",2020-11-03,tndrloin
,,2020-11-03,butt_CC
"5,522",256.44,2020-11-03,butt_bnls
"335,383","1,045.58",2020-11-04,tndrloin
"25,935",402.26,2020-11-04,butt_CC
,,2020-11-04,butt_bnls
"186,639","1,058.39",2020-11-05,tndrloin
,,2020-11-05,butt_CC
,,2020-11-05,butt_bnls
"3,666",285.08,2020-11-06,butt_bnls
"70,088","1,088.98",2020-11-06,tndrloin
"23,392",388.11,2020-11-06,butt_CC
"180,251","1,036.15",2020-11-09,tndrloin
,,2020-11-09,butt_CC
,,2020-11-09,butt_bnls
"189,152","1,036.93",2020-11-10,tndrloin
,,2020-11-10,butt_CC
,.00,2020-11-10,butt_bnls
"66,702","1,074.71",2020-11-11,tndrloin
"13,670",420.30,2020-11-11,butt_CC
,,2020-11-11,butt_bnls
,,2020-11-12,butt_bnls
"22,824","1,158.47",2020-11-12,tndrloin
,,2020-11-12,butt_CC
"322,186","1,045.42",2020-11-13,tndrloin
,.00,2020-11-13,butt_CC
"1,660",279.87,2020-11-13,butt_bnls
"46,022","1,089.38",2020-11-16,tndrloin
,,2020-11-16,butt_CC
"15,004",250.81,2020-11-16,butt_bnls
,,2020-11-17,butt_bnls
,,2020-11-17,butt_CC
"61,872","1,100.30",2020-11-17,tndrloin
,,2020-11-18,butt_bnls
"190,416","1,089.01",2020-11-18,tndrloin
,,2020-11-18,butt_CC
"173,340","1,083.24",2020-11-19,tndrloin
"5,674",451.58,2020-11-19,butt_CC
"9,679",313.22,2020-11-19,butt_bnls
"162,941","1,094.84",2020-11-20,tndrloin
,.00,2020-11-20,butt_CC
,,2020-11-20,butt_bnls
,.00,2020-11-23,butt_bnls
,.00,2020-11-23,butt_CC
"99,720","1,108.87",2020-11-23,tndrloin
,.00,2020-11-24,butt_CC
,.00,2020-11-24,butt_bnls
"303,339","1,111.98",2020-11-24,tndrloin
"61,317","1,123.30",2020-11-25,tndrloin
,,2020-11-25,butt_CC
,,2020-11-25,butt_bnls
"12,970","1,104.98",2020-11-27,tndrloin
,,2020-11-27,butt_CC
,,2020-11-27,butt_bnls
"4,082",287.44,2020-11-30,butt_bnls
"49,150","1,117.05",2020-11-30,tndrloin
,,2020-11-30,butt_CC
"38,928","1,156.98",2020-12-01,tndrloin
"262,955",395.34,2020-12-01,butt_CC
,,2020-12-01,butt_bnls
"94,936","1,115.28",2020-12-02,tndrloin
"47,040",484.69,2020-12-02,butt_CC
"1,480",297.69,2020-12-02,butt_bnls
"170,302","1,116.49",2020-12-03,tndrloin
,.00,2020-12-03,butt_CC
"16,541",287.53,2020-12-03,butt_bnls
,,2020-12-04,butt_bnls
,.00,2020-12-04,butt_CC
"50,050","1,114.72",2020-12-04,tndrloin
"70,007","1,126.10",2020-12-07,tndrloin
"2,033",493.22,2020-12-07,butt_CC
,,2020-12-07,butt_bnls
"41,636","1,051.87",2020-12-08,tndrloin
,.00,2020-12-08,butt_CC
"1,795",289.37,2020-12-08,butt_bnls
"75,004","1,020.38",2020-12-09,tndrloin
"34,131",386.11,2020-12-09,butt_CC
,,2020-12-09,butt_bnls
,,2020-12-10,butt_bnls
"144,629",970.90,2020-12-10,tndrloin
,.00,2020-12-10,butt_CC
"106,160",909.72,2020-12-11,tndrloin
,,2020-12-11,butt_CC
,.00,2020-12-11,butt_bnls
"135,987",976.81,2020-12-14,tndrloin
"6,103",444.56,2020-12-14,butt_CC
"5,909",285.00,2020-12-14,butt_bnls
"88,793",901.71,2020-12-15,tndrloin
,,2020-12-15,butt_CC
,.00,2020-12-15,butt_bnls
,,2020-12-16,butt_bnls
"615,420",859.57,2020-12-16,tndrloin
,,2020-12-16,butt_CC
"93,352",882.77,2020-12-17,tndrloin
,.00,2020-12-17,butt_CC
,.00,2020-12-17,butt_bnls
"27,156",897.81,2020-12-18,tndrloin
,,2020-12-18,butt_CC
,,2020-12-18,butt_bnls
"59,665",877.55,2020-12-21,tndrloin
,,2020-12-21,butt_CC
,,2020-12-21,butt_bnls
,.00,2020-12-22,butt_bnls
"173,474",883.81,2020-12-22,tndrloin
"31,564",403.62,2020-12-22,butt_CC
